oid,description
iso.3.6.1.2.1.31.1.1.1.7,"[<code>ifHCInUcastPkts OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of packets, delivered by this sub-layer to a<br/>
higher (sub-)layer, which were not addressed to a multicast<br/>
or broadcast address at this sub-layer. This object is a<br/>
64-bit version of ifInUcastPkts.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.31.1.1.1.8,"[<code>ifHCInMulticastPkts OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of packets, delivered by this sub-layer to a<br/>
higher (sub-)layer, which were addressed to a multicast<br/>
address at this sub-layer. For a MAC layer protocol, this<br/>
includes both Group and Functional addresses. This object<br/>
is a 64-bit version of ifInMulticastPkts.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.31.1.1.1.9,"[<code>ifHCInBroadcastPkts OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of packets, delivered by this sub-layer to a<br/>
higher (sub-)layer, which were addressed to a broadcast<br/>
address at this sub-layer. This object is a 64-bit version<br/>
of ifInBroadcastPkts.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.31.1.1.1.10,"[<code>ifHCOutOctets OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of octets transmitted out of the<br/>
interface, including framing characters. This object is a<br/>
64-bit version of ifOutOctets.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.31.1.1.1.11,"[<code>ifHCOutUcastPkts OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of packets that higher-level protocols<br/>
requested be transmitted, and which were not addressed to a<br/>
multicast or broadcast address at this sub-layer, including<br/>
those that were discarded or not sent. This object is a<br/>
64-bit version of ifOutUcastPkts.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.31.1.1.1.12,"[<code>ifHCOutMulticastPkts OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of packets that higher-level protocols<br/>
requested be transmitted, and which were addressed to a<br/>
multicast address at this sub-layer, including those that<br/>
were discarded or not sent. For a MAC layer protocol, this<br/>
includes both Group and Functional addresses. This object<br/>
is a 64-bit version of ifOutMulticastPkts.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.31.1.1.1.13,"[<code>ifHCOutBroadcastPkts OBJECT-TYPE<br/>
SYNTAX Counter64<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The total number of packets that higher-level protocols<br/>
requested be transmitted, and which were addressed to a<br/>
broadcast address at this sub-layer, including those that<br/>
were discarded or not sent. This object is a 64-bit version<br/>
of ifOutBroadcastPkts.<br/>
Discontinuities in the value of this counter can occur at<br/>
re-initialization of the management system, and at other<br/>
times as indicated by the value of<br/>
ifCounterDiscontinuityTime.""</code>]"
iso.3.6.1.2.1.31.1.1.1.14,"[<code>ifLinkUpDownTrapEnable OBJECT-TYPE<br/>
SYNTAX INTEGER { enabled(1), disabled(2) }<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""Indicates whether linkUp/linkDown traps should be generated<br/>
for this interface.<br/>
By default, this object should have the value enabled(1) for<br/>
interfaces which do not operate on 'top' of any other<br/>
interface (as defined in the ifStackTable), and disabled(2)<br/>
otherwise.""</code>]"
iso.3.6.1.2.1.31.1.1.1.15,"[<code>ifHighSpeed OBJECT-TYPE<br/>
SYNTAX Gauge32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An estimate of the interface's current bandwidth in units<br/>
of 1,000,000 bits per second. If this object reports a<br/>
value of `n' then the speed of the interface is somewhere in<br/>
the range of `n-500,000' to `n+499,999'. For interfaces<br/>
which do not vary in bandwidth or for those where no<br/>
accurate estimation can be made, this object should contain<br/>
the nominal bandwidth. For a sub-layer which has no concept<br/>
of bandwidth, this object should be zero.""</code>]"
iso.3.6.1.2.1.31.1.1.1.16,"[<code>ifPromiscuousMode OBJECT-TYPE<br/>
SYNTAX TruthValue<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""This object has a value of false(2) if this interface only<br/>
accepts packets/frames that are addressed to this station.<br/>
This object has a value of true(1) when the station accepts<br/>
all packets/frames transmitted on the media. The value<br/>
true(1) is only legal on certain types of media. If legal,<br/>
setting this object to a value of true(1) may require the<br/>
interface to be reset before becoming effective.<br/>
The value of ifPromiscuousMode does not affect the reception<br/>
of broadcast and multicast packets/frames by the interface.""</code>]"
iso.3.6.1.2.1.31.1.1.1.17,"[<code>ifConnectorPresent OBJECT-TYPE<br/>
SYNTAX TruthValue<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""This object has the value 'true(1)' if the interface<br/>
sublayer has a physical connector and the value 'false(2)'<br/>
otherwise.""</code>]"
iso.3.6.1.2.1.31.1.1.1.18,"[<code>ifAlias OBJECT-TYPE<br/>
SYNTAX DisplayString (SIZE(0..64))<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""This object is an 'alias' name for the interface as<br/>
specified by a network manager, and provides a non-volatile<br/>
'handle' for the interface.<br/>
On the first instantiation of an interface, the value of<br/>
ifAlias associated with that interface is the zero-length<br/>
string. As and when a value is written into an instance of<br/>
ifAlias through a network management set operation, then the<br/>
agent must retain the supplied value in the ifAlias instance<br/>
associated with the same interface for as long as that<br/>
interface remains instantiated, including across all re-<br/>
initializations/reboots of the network management system,<br/>
including those which result in a change of the interface's<br/>
ifIndex value.<br/>
An example of the value which a network manager might store<br/>
in this object for a WAN interface is the (Telco's) circuit<br/>
number/identifier of the interface.<br/>
Some agents may support write-access only for interfaces<br/>
having particular values of ifType. An agent which supports<br/>
write access to this object is required to keep the value in<br/>
non-volatile storage, but it may limit the length of new<br/>
values depending on how much storage is already occupied by<br/>
the current values for other interfaces.""</code>]"
iso.3.6.1.2.1.31.1.1.1.19,"[<code>ifCounterDiscontinuityTime OBJECT-TYPE<br/>
SYNTAX TimeStamp<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The value of sysUpTime on the most recent occasion at which<br/>
any one or more of this interface's counters suffered a<br/>
discontinuity. The relevant counters are the specific<br/>
instances associated with this interface of any Counter32 or<br/>
Counter64 object contained in the ifTable or ifXTable. If<br/>
no such discontinuities have occurred since the last re-<br/>
initialization of the local management subsystem, then this<br/>
object contains a zero value.""</code>]"
iso.3.6.1.2.1.47.1.1.1.1.2,"[<code>entPhysicalDescr OBJECT-TYPE<br/>
SYNTAX SnmpAdminString<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""A textual description of physical entity. This object<br/>
should contain a string that identifies the manufacturer's<br/>
name for the physical entity and should be set to a<br/>
distinct value for each version or model of the physical<br/>
entity.""</code>]"
iso.3.6.1.2.1.47.1.1.1.1.3,"[<code>entPhysicalVendorType OBJECT-TYPE<br/>
SYNTAX AutonomousType<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An indication of the vendor-specific hardware type of the<br/>
physical entity. Note that this is different from the<br/>
definition of MIB-II's sysObjectID.<br/>
An agent should set this object to an enterprise-specific<br/>
registration identifier value indicating the specific<br/>
equipment type in detail. The associated instance of<br/>
entPhysicalClass is used to indicate the general type of<br/>
hardware device.<br/>
If no vendor-specific registration identifier exists for<br/>
this physical entity, or the value is unknown by this agent,<br/>
then the value { 0 0 } is returned.""</code>]"
iso.3.6.1.2.1.47.1.1.1.1.4,"[<code>entPhysicalContainedIn OBJECT-TYPE<br/>
SYNTAX PhysicalIndexOrZero<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The value of entPhysicalIndex for the physical entity that<br/>
'contains' this physical entity. A value of zero indicates<br/>
this physical entity is not contained in any other physical<br/>
entity. Note that the set of 'containment' relationships<br/>
define a strict hierarchy; that is, recursion is not<br/>
allowed.<br/>
In the event that a physical entity is contained by more<br/>
than one physical entity (e.g., double-wide modules), this<br/>
object should identify the containing entity with the lowest<br/>
value of entPhysicalIndex.""</code>]"
iso.3.6.1.2.1.47.1.1.1.1.5,"[<code>entPhysicalClass OBJECT-TYPE<br/>
SYNTAX IANAPhysicalClass<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An indication of the general hardware type of the physical<br/>
entity.<br/>
An agent should set this object to the standard enumeration<br/>
value that most accurately indicates the general class of<br/>
the physical entity, or the primary class if there is more<br/>
than one entity.<br/>
If no appropriate standard registration identifier exists<br/>
for this physical entity, then the value 'other(1)' is<br/>
returned. If the value is unknown by this agent, then the<br/>
value 'unknown(2)' is returned.""</code>]"
iso.3.6.1.2.1.47.1.1.1.1.6,"[<code>entPhysicalParentRelPos OBJECT-TYPE<br/>
SYNTAX Integer32 (-1..2147483647)<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An indication of the relative position of this 'child'<br/>
component among all its 'sibling' components. Sibling<br/>
components are defined as entPhysicalEntries that share the<br/>
same instance values of each of the entPhysicalContainedIn<br/>
and entPhysicalClass objects.<br/>
An NMS can use this object to identify the relative ordering<br/>
for all sibling components of a particular parent<br/>
(identified by the entPhysicalContainedIn instance in each<br/>
sibling entry).<br/>
If possible, this value should match any external labeling<br/>
of the physical component. For example, for a container<br/>
(e.g., card slot) labeled as 'slot #3',<br/>
entPhysicalParentRelPos should have the value '3'. Note<br/>
that the entPhysicalEntry for the module plugged in slot 3<br/>
should have an entPhysicalParentRelPos value of '1'.<br/>
If the physical position of this component does not match<br/>
any external numbering or clearly visible ordering, then<br/>
user documentation or other external reference material<br/>
should be used to determine the parent-relative position.<br/>
If this is not possible, then the agent should assign a<br/>
consistent (but possibly arbitrary) ordering to a given set<br/>
of 'sibling' components, perhaps based on internal<br/>
representation of the components.<br/>
If the agent cannot determine the parent-relative position<br/>
for some reason, or if the associated value of<br/>
entPhysicalContainedIn is '0', then the value '-1' is<br/>
returned. Otherwise, a non-negative integer is returned,<br/>
indicating the parent-relative position of this physical<br/>
entity.<br/>
Parent-relative ordering normally starts from '1' and<br/>
continues to 'N', where 'N' represents the highest<br/>
positioned child entity. However, if the physical entities<br/>
(e.g., slots) are labeled from a starting position of zero,<br/>
then the first sibling should be associated with an<br/>
entPhysicalParentRelPos value of '0'. Note that this<br/>
ordering may be sparse or dense, depending on agent<br/>
implementation.<br/>
The actual values returned are not globally meaningful, as<br/>
each 'parent' component may use different numbering<br/>
algorithms. The ordering is only meaningful among siblings<br/>
of the same parent component.<br/>
The agent should retain parent-relative position values<br/>
across reboots, either through algorithmic assignment or use<br/>
of non-volatile storage.""</code>]"
iso.3.6.1.2.1.47.1.1.1.1.7,"[<code>entPhysicalName OBJECT-TYPE<br/>
SYNTAX SnmpAdminString<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The textual name of the physical entity. The value of this<br/>
object should be the name of the component as assigned by<br/>
the local device and should be suitable for use in commands<br/>
entered at the device's 'console'. This might be a text<br/>
name (e.g., 'console') or a simple component number (e.g.,<br/>
port or module number, such as '1'), depending on the<br/>
physical component naming syntax of the device.<br/>
If there is no local name, or if this object is otherwise<br/>
not applicable, then this object contains a zero-length<br/>
string.<br/>
Note that the value of entPhysicalName for two physical<br/>
entities will be the same in the event that the console<br/>
interface does not distinguish between them, e.g., slot-1<br/>
and the card in slot-1.""</code>]"
iso.3.6.1.2.1.47.1.1.1.1.8,"[<code>entPhysicalHardwareRev OBJECT-TYPE<br/>
SYNTAX SnmpAdminString<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The vendor-specific hardware revision string for the<br/>
physical entity. The preferred value is the hardware<br/>
revision identifier actually printed on the component itself<br/>
(if present).<br/>
Note that if revision information is stored internally in a<br/>
non-printable (e.g., binary) format, then the agent must<br/>
convert such information to a printable format in an<br/>
implementation-specific manner.<br/>
If no specific hardware revision string is associated with<br/>
the physical component, or if this information is unknown to<br/>
the agent, then this object will contain a zero-length<br/>
string.""</code>]"
iso.3.6.1.2.1.47.1.1.1.1.9,"[<code>entPhysicalFirmwareRev OBJECT-TYPE<br/>
SYNTAX SnmpAdminString<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The vendor-specific firmware revision string for the<br/>
physical entity.<br/>
Note that if revision information is stored internally in a<br/>
non-printable (e.g., binary) format, then the agent must<br/>
convert such information to a printable format in an<br/>
implementation-specific manner.<br/>
If no specific firmware programs are associated with the<br/>
physical component, or if this information is unknown to the<br/>
agent, then this object will contain a zero-length string.""</code>]"
iso.3.6.1.2.1.47.1.1.1.1.10,"[<code>entPhysicalSoftwareRev OBJECT-TYPE<br/>
SYNTAX SnmpAdminString<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The vendor-specific software revision string for the<br/>
physical entity.<br/>
Note that if revision information is stored internally in a<br/>
non-printable (e.g., binary) format, then the agent must<br/>
convert such information to a printable format in an<br/>
implementation-specific manner.<br/>
If no specific software programs are associated with the<br/>
physical component, or if this information is unknown to the<br/>
agent, then this object will contain a zero-length string.""</code>]"
